timestamp,/mfcc_aRMSlow_MFCC1,/mfcc_aRMSlow_MFCC2,/mfcc_aRMSlow_MFCC3,/mfcc_aRMShigh_MFCC1,/mfcc_aRMShigh_MFCC2,/mfcc_aRMShigh_MFCC3,/mfcc_vRMSlow_MFCC1,/mfcc_vRMSlow_MFCC2,/mfcc_vRMSlow_MFCC3,/mfcc_vRMShigh_MFCC1,/mfcc_vRMShigh_MFCC2,/mfcc_vRMShigh_MFCC3,estado
1739802714.2952647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.3952572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.4952514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.5952468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.6952577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.7952528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.895249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802714.9952729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.095253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.1952486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.2952878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.3952472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.495247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.5952466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.6952853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.7952964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.8952565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802715.9952586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.0952857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.1952877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.2952714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.3952594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.4952533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inactivo
1739802716.6953082,4.330246925354004,-3.2446022033691406,0.3726794421672821,0.0,-1.6280165910720825,0.0,7.550773620605469,-1.4497642517089844,2.3405110836029053,4.33024787902832,-3.244602918624878,0.37267932295799255,vacio
1739802716.7952557,8.367698669433594,-0.9711310863494873,2.5894076824188232,4.519927024841309,-0.27077850699424744,0.7320254445075989,10.850672721862793,0.9481557011604309,4.6551833152771,8.128264427185059,-0.9331717491149902,2.7127392292022705,vacio
1739802716.8952432,14.922760009765625,2.817389726638794,1.8459922075271606,13.2471342086792,1.8046895265579224,1.409013271331787,16.63987159729004,6.199108600616455,0.19409041106700897,14.770172119140625,2.0216445922851562,2.433053731918335,vacio
1739802716.9952414,17.81028175354004,5.836879730224609,0.06968129426240921,15.586430549621582,1.7000923156738281,3.130469560623169,17.289173126220703,4.215177059173584,-0.12164649367332458,18.31024169921875,6.9128947257995605,0.06504688411951065,vacio
1739802717.0952551,15.656462669372559,4.071885108947754,4.846383571624756,22.291425704956055,0.8753952383995056,0.10648652911186218,16.108972549438477,2.3487775325775146,3.725588798522949,16.17488670349121,7.872021198272705,5.695745468139648,vacio
1739802717.19528,20.92533302307129,4.083217144012451,2.337597608566284,15.75894832611084,2.771703004837036,3.7450854778289795,20.408273696899414,4.872203350067139,3.6963608264923096,17.88637351989746,4.812097072601318,3.9175851345062256,vacio
1739802717.2952905,19.689786911010742,6.381935119628906,1.8872228860855103,17.199525833129883,2.6568496227264404,-0.45915213227272034,20.649112701416016,9.778861045837402,1.752252221107483,20.095930099487305,4.58145809173584,3.9021689891815186,vacio
